 log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	9.65	1.09242117	1.0875	1.4618	3.9196	3.6372	1.116	1.313	1.245	1.169	1.112	1.044	0.960	0.911	0.901	-0.65741496
	9.65	1.09244013	1.0876	1.4646	3.9160	3.6197	1.108	1.306	1.235	1.153	1.091	1.018	0.928	0.876	0.866	-0.65739956
	9.65	1.09247494	1.0876	1.4700	3.9089	3.5860	1.095	1.299	1.233	1.134	1.061	0.978	0.871	0.809	0.799	-0.65737129
	9.65	1.09249747	1.0876	1.4734	3.9045	3.5650	1.087	1.296	1.232	1.121	1.042	0.952	0.836	0.768	0.757	-0.65735298
	9.65	1.09252143	1.0876	1.4768	3.8999	3.5432	1.078	1.291	1.233	1.111	1.025	0.927	0.800	0.726	0.715	-0.65733352
	9.65	1.09254670	1.0877	1.4802	3.8954	3.5218	1.070	1.285	1.234	1.101	1.009	0.902	0.766	0.685	0.675	-0.65731299
	9.65	1.09257340	1.0877	1.4834	3.8910	3.5010	1.061	1.280	1.236	1.092	0.994	0.879	0.733	0.646	0.636	-0.65729131
	9.65	1.09262931	1.0877	1.4889	3.8826	3.4619	1.048	1.275	1.245	1.080	0.967	0.834	0.671	0.568	0.558	-0.65724590
	9.65	1.09267128	1.0878	1.4922	3.8764	3.4339	1.039	1.275	1.255	1.074	0.949	0.804	0.629	0.513	0.502	-0.65721183
	9.65	1.09272993	1.0878	1.4968	3.8680	3.3959	1.028	1.266	1.263	1.066	0.925	0.765	0.572	0.440	0.425	-0.65716421
	9.65	1.09278989	1.0878	1.5013	3.8597	3.3579	1.017	1.256	1.271	1.058	0.900	0.725	0.514	0.367	0.349	-0.65711553
	9.65	1.09286284	1.0879	1.5064	3.8497	3.3129	1.004	1.240	1.301	1.052	0.867	0.667	0.440	0.278	0.255	-0.65705631
	9.65	1.09295619	1.0880	1.5125	3.8371	3.2564	0.989	1.238	1.339	1.049	0.834	0.604	0.359	0.172	0.144	-0.65698056
	9.65	1.09311378	1.0881	1.5223	3.8171	3.1669	0.964	1.257	1.397	1.046	0.790	0.518	0.235	0.009	-0.026	-0.65685269
	9.65	1.09326947	1.0882	1.5312	3.8017	3.0964	0.942	1.295	1.441	1.046	0.764	0.464	0.140	-0.118	-0.156	-0.65672642
	9.65	1.09357047	1.0884	1.5465	3.7824	3.0040	0.904	1.336	1.484	1.036	0.724	0.384	0.013	-0.279	-0.327	-0.65648240
	9.65	1.09379900	1.0885	1.5572	3.7731	2.9559	0.877	1.351	1.497	1.024	0.693	0.338	-0.056	-0.369	-0.419	-0.65629724
	9.65	1.09410679	1.0887	1.5709	3.7641	2.9064	0.843	1.360	1.500	1.002	0.653	0.286	-0.131	-0.468	-0.519	-0.65604800
	9.65	1.09435129	1.0888	1.5819	3.7587	2.8741	0.815	1.361	1.497	0.983	0.623	0.248	-0.183	-0.533	-0.586	-0.65585014
	9.65	1.09460557	1.0890	1.5937	3.7545	2.8453	0.786	1.362	1.489	0.960	0.594	0.210	-0.231	-0.589	-0.644	-0.65564447
	9.65	1.09481764	1.0891	1.6029	3.7524	2.8276	0.763	1.354	1.477	0.940	0.571	0.183	-0.264	-0.626	-0.682	-0.65547302
	9.65	1.09497082	1.0891	1.5993	3.7645	2.8796	0.772	1.289	1.427	0.930	0.581	0.215	-0.201	-0.536	-0.588	-0.65534923
	9.65	1.09503090	1.0892	1.5996	3.7596	2.8597	0.771	1.312	1.448	0.936	0.578	0.205	-0.224	-0.572	-0.625	-0.65530069
	9.65	1.09510458	1.0892	1.6075	3.7548	2.8328	0.751	1.326	1.453	0.924	0.559	0.176	-0.265	-0.622	-0.677	-0.65524118
	9.65	1.09520423	1.0892	1.6176	3.7512	2.8083	0.726	1.327	1.446	0.905	0.534	0.144	-0.306	-0.670	-0.726	-0.65516068
	9.65	1.09535444	1.0893	1.6293	3.7480	2.7838	0.697	1.320	1.433	0.881	0.505	0.109	-0.349	-0.719	-0.776	-0.65503940
	9.65	1.09543848	1.0893	1.6343	3.7474	2.7765	0.684	1.312	1.424	0.870	0.493	0.096	-0.364	-0.735	-0.793	-0.65497156
	9.65	1.09551108	1.0894	1.6387	3.7469	2.7700	0.673	1.305	1.416	0.860	0.482	0.084	-0.377	-0.749	-0.807	-0.65491296
	9.65	1.09562075	1.0894	1.6448	3.7461	2.7608	0.658	1.296	1.405	0.846	0.467	0.067	-0.396	-0.769	-0.827	-0.65482446
	9.65	1.09571826	1.0894	1.6503	3.7454	2.7525	0.644	1.288	1.395	0.833	0.453	0.052	-0.413	-0.787	-0.846	-0.65474579
	9.65	1.09579813	1.0894	1.6562	3.7446	2.7435	0.629	1.279	1.384	0.820	0.438	0.036	-0.431	-0.806	-0.865	-0.65468137
	9.65	1.09588492	1.0895	1.6639	3.7436	2.7318	0.610	1.267	1.370	0.803	0.419	0.016	-0.454	-0.832	-0.891	-0.65461138
	9.65	1.09596765	1.0895	1.6711	3.7426	2.7205	0.592	1.257	1.358	0.787	0.401	-0.004	-0.477	-0.856	-0.915	-0.65454467
	9.65	1.09605169	1.0895	1.6787	3.7417	2.7092	0.573	1.245	1.344	0.770	0.383	-0.024	-0.500	-0.881	-0.940	-0.65447691
	9.65	1.09612858	1.0895	1.6856	3.7409	2.6992	0.556	1.234	1.331	0.754	0.366	-0.043	-0.520	-0.902	-0.962	-0.65441494
	9.65	1.09620893	1.0895	1.6930	3.7401	2.6887	0.538	1.222	1.317	0.737	0.348	-0.062	-0.542	-0.926	-0.985	-0.65435018
	9.65	1.09628880	1.0895	1.7003	3.7393	2.6783	0.519	1.211	1.303	0.721	0.329	-0.082	-0.564	-0.949	-1.009	-0.65428583
	9.65	1.09635723	1.0895	1.7070	3.7388	2.6695	0.503	1.199	1.290	0.705	0.313	-0.100	-0.583	-0.969	-1.029	-0.65423070
	9.65	1.09642911	1.0895	1.7140	3.7383	2.6603	0.485	1.187	1.276	0.689	0.295	-0.118	-0.603	-0.990	-1.051	-0.65417279
	9.65	1.09649670	1.0895	1.7206	3.7377	2.6516	0.468	1.175	1.262	0.673	0.279	-0.136	-0.621	-1.010	-1.071	-0.65411836
	9.65	1.09655547	1.0895	1.7265	3.7373	2.6439	0.454	1.165	1.250	0.660	0.264	-0.151	-0.638	-1.027	-1.089	-0.65407103
	9.65	1.09661007	1.0895	1.7324	3.7369	2.6364	0.439	1.154	1.238	0.646	0.249	-0.167	-0.655	-1.045	-1.106	-0.65402707
	9.65	1.09666228	1.0895	1.7381	3.7365	2.6292	0.425	1.143	1.226	0.632	0.235	-0.182	-0.670	-1.061	-1.123	-0.65398503
	9.65	1.09670734	1.0895	1.7430	3.7362	2.6229	0.412	1.134	1.216	0.621	0.223	-0.195	-0.684	-1.076	-1.138	-0.65394875
	9.65	1.09675431	1.0895	1.7482	3.7358	2.6163	0.400	1.125	1.205	0.608	0.210	-0.208	-0.699	-1.091	-1.153	-0.65391095
	9.65	1.09679604	1.0895	1.7528	3.7355	2.6105	0.388	1.116	1.195	0.597	0.199	-0.220	-0.712	-1.105	-1.167	-0.65387737
	9.65	1.09683847	1.0895	1.7574	3.7352	2.6048	0.377	1.107	1.186	0.587	0.187	-0.232	-0.724	-1.118	-1.180	-0.65384321
	9.65	1.09687662	1.0894	1.7616	3.7350	2.5996	0.366	1.099	1.177	0.577	0.177	-0.243	-0.736	-1.130	-1.192	-0.65381251
	9.65	1.09691322	1.0894	1.7656	3.7348	2.5946	0.356	1.091	1.168	0.567	0.167	-0.254	-0.747	-1.142	-1.204	-0.65378307
	9.65	1.09694755	1.0894	1.7694	3.7345	2.5899	0.347	1.084	1.160	0.558	0.157	-0.264	-0.758	-1.153	-1.215	-0.65375544
	9.65	1.09698033	1.0894	1.7731	3.7343	2.5854	0.337	1.077	1.152	0.549	0.148	-0.274	-0.768	-1.163	-1.226	-0.65372907
	9.65	1.09701157	1.0894	1.7766	3.7341	2.5810	0.329	1.070	1.144	0.541	0.139	-0.283	-0.777	-1.173	-1.236	-0.65370394
	9.65	1.09704006	1.0893	1.7794	3.7340	2.5776	0.322	1.064	1.138	0.534	0.132	-0.290	-0.785	-1.181	-1.244	-0.65368102
	9.65	1.09707808	1.0893	1.7824	3.7339	2.5743	0.314	1.058	1.131	0.527	0.124	-0.298	-0.793	-1.189	-1.252	-0.65365043
	9.65	1.09707808	1.0893	1.5973	3.8602	3.2647	0.777	1.017	1.018	0.812	0.658	0.487	0.278	0.133	0.118	-0.65365043
	9.65	1.09893262	1.0909	1.6261	3.8675	3.2656	0.705	0.940	0.925	0.736	0.595	0.440	0.247	0.117	0.102	-0.65216170
	9.65	1.09998691	1.0918	1.6407	3.8758	3.2846	0.668	0.898	0.865	0.695	0.571	0.431	0.257	0.143	0.129	-0.65131800
	9.65	1.10000002	1.0918	1.6394	3.8749	3.2824	0.672	0.903	0.871	0.699	0.573	0.431	0.255	0.140	0.125	-0.65130752
	9.65	1.10057414	1.0922	1.6474	3.8799	3.2946	0.651	0.876	0.835	0.676	0.560	0.428	0.262	0.156	0.143	-0.65084890
	9.65	1.10129821	1.0927	1.6571	3.8862	3.3101	0.627	0.844	0.791	0.648	0.546	0.424	0.272	0.177	0.166	-0.65027127
	9.65	1.10209894	1.0933	1.6677	3.8923	3.3241	0.601	0.811	0.748	0.621	0.530	0.420	0.279	0.195	0.185	-0.64963354
	9.65	1.10306883	1.0939	1.6808	3.8982	3.3349	0.568	0.773	0.701	0.590	0.509	0.410	0.280	0.206	0.196	-0.64886254
	9.65	1.10402477	1.0946	1.6917	3.9042	3.3485	0.541	0.740	0.660	0.566	0.494	0.406	0.289	0.223	0.213	-0.64810419
	9.65	1.10546327	1.0956	1.7088	3.9092	3.3517	0.498	0.690	0.609	0.528	0.464	0.383	0.278	0.219	0.209	-0.64696592
	9.65	1.10723984	1.0968	1.7305	3.9062	3.3182	0.444	0.638	0.556	0.470	0.402	0.317	0.204	0.142	0.132	-0.64556493
	9.65	1.10821295	1.0974	1.7440	3.9005	3.2824	0.410	0.610	0.530	0.431	0.355	0.260	0.136	0.066	0.056	-0.64479979
	9.65	1.10875130	1.0977	1.7522	3.8941	3.2488	0.389	0.594	0.521	0.406	0.320	0.215	0.079	-0.002	-0.012	-0.64437716
	9.65	1.10923469	1.0980	1.7607	3.8878	3.2152	0.368	0.579	0.513	0.382	0.285	0.169	0.022	-0.070	-0.081	-0.64399810
	9.65	1.10972774	1.0983	1.7699	3.8805	3.1769	0.345	0.565	0.510	0.362	0.250	0.123	-0.039	-0.143	-0.157	-0.64361185
	9.65	1.11024690	1.0985	1.7805	3.8722	3.1330	0.319	0.547	0.506	0.339	0.210	0.069	-0.110	-0.229	-0.245	-0.64320560
	9.65	1.11056376	1.0987	1.7886	3.8653	3.0973	0.298	0.533	0.503	0.321	0.179	0.026	-0.171	-0.302	-0.316	-0.64295786
	9.65	1.11086893	1.0988	1.7958	3.8584	3.0626	0.281	0.522	0.505	0.306	0.152	-0.015	-0.228	-0.373	-0.385	-0.64271942
	9.65	1.11113214	1.0989	1.8045	3.8513	3.0257	0.259	0.509	0.507	0.292	0.123	-0.061	-0.288	-0.446	-0.462	-0.64251389
	9.65	1.11132061	1.0990	1.8114	3.8450	2.9935	0.242	0.502	0.511	0.281	0.101	-0.099	-0.339	-0.509	-0.529	-0.64236679
	9.65	1.11156631	1.0991	1.8185	3.8383	2.9597	0.224	0.489	0.530	0.270	0.071	-0.149	-0.394	-0.576	-0.600	-0.64217512
	9.65	1.11173892	1.0992	1.8263	3.8323	2.9281	0.204	0.475	0.542	0.256	0.040	-0.196	-0.446	-0.639	-0.666	-0.64204052
	9.65	1.11183715	1.0992	1.8313	3.8263	2.8989	0.192	0.473	0.558	0.250	0.020	-0.230	-0.491	-0.695	-0.725	-0.64196395
	9.65	1.11188769	1.0992	1.8355	3.8196	2.8681	0.181	0.480	0.578	0.247	0.004	-0.259	-0.536	-0.752	-0.785	-0.64192455
	9.65	1.11195087	1.0992	1.8415	3.8125	2.8334	0.166	0.485	0.599	0.240	-0.017	-0.295	-0.590	-0.817	-0.854	-0.64187531
	9.65	1.11197686	1.0992	1.8453	3.8060	2.8037	0.157	0.504	0.618	0.241	-0.029	-0.317	-0.629	-0.871	-0.909	-0.64185506
	9.65	1.11199319	1.0992	1.8483	3.8002	2.7774	0.149	0.521	0.636	0.243	-0.039	-0.337	-0.662	-0.918	-0.957	-0.64184233
	9.65	1.11200666	1.0992	1.8511	3.7943	2.7512	0.142	0.539	0.655	0.245	-0.048	-0.356	-0.696	-0.964	-1.005	-0.64183184
	9.65	1.11201704	1.0992	1.8527	3.7879	2.7239	0.138	0.561	0.678	0.251	-0.053	-0.375	-0.730	-1.008	-1.053	-0.64182375
	9.65	1.11202514	1.0992	1.8529	3.7813	2.6973	0.138	0.587	0.705	0.260	-0.054	-0.391	-0.763	-1.051	-1.099	-0.64181744
	9.65	1.11202896	1.0992	1.8531	3.7781	2.6844	0.137	0.600	0.718	0.265	-0.055	-0.399	-0.779	-1.072	-1.122	-0.64181447
	9.65	1.11203420	1.0992	1.8522	3.7730	2.6650	0.140	0.627	0.743	0.274	-0.055	-0.407	-0.799	-1.106	-1.158	-0.64181038
	9.65	1.11204088	1.0992	1.8536	3.7665	2.6373	0.136	0.656	0.770	0.281	-0.060	-0.425	-0.833	-1.157	-1.212	-0.64180518
	9.65	1.11204696	1.0992	1.8594	3.7606	2.6083	0.122	0.672	0.783	0.275	-0.076	-0.453	-0.873	-1.214	-1.271	-0.64180044
	9.65	1.11205363	1.0992	1.8657	3.7553	2.5807	0.106	0.693	0.796	0.270	-0.091	-0.476	-0.912	-1.263	-1.321	-0.64179524
	9.65	1.11206031	1.0992	1.8745	3.7510	2.5547	0.084	0.703	0.799	0.257	-0.111	-0.504	-0.952	-1.311	-1.370	-0.64179004
	9.65	1.11206841	1.0992	1.8801	3.7466	2.5313	0.070	0.722	0.811	0.254	-0.123	-0.523	-0.984	-1.351	-1.411	-0.64178372
	9.65	1.11208045	1.0992	1.8930	3.7423	2.5013	0.038	0.721	0.804	0.232	-0.154	-0.560	-1.033	-1.409	-1.469	-0.64177434
	9.65	1.11210847	1.0992	1.9185	3.7344	2.4441	-0.026	0.721	0.785	0.184	-0.218	-0.638	-1.132	-1.526	-1.589	-0.64175252
	9.65	1.11211240	1.0992	1.9492	3.7319	2.4035	-0.103	0.666	0.722	0.111	-0.295	-0.720	-1.221	-1.621	-1.685	-0.64174945
	9.65	1.11211777	1.0992	1.9843	3.7298	2.3599	-0.191	0.598	0.646	0.027	-0.384	-0.813	-1.318	-1.724	-1.789	-0.64174527
	9.65	1.11212647	1.0992	2.0040	3.7288	2.3363	-0.240	0.558	0.603	-0.020	-0.433	-0.864	-1.372	-1.780	-1.845	-0.64173850
	9.65	1.11214387	1.0992	1.9899	3.7299	2.3548	-0.205	0.583	0.632	0.013	-0.398	-0.826	-1.332	-1.737	-1.802	-0.64172494
	9.65	1.11215782	1.0991	1.9912	3.7298	2.3532	-0.208	0.581	0.629	0.009	-0.401	-0.830	-1.335	-1.741	-1.806	-0.64171407
	9.65	1.11221313	1.0991	2.0204	3.7276	2.3150	-0.281	0.529	0.569	-0.059	-0.474	-0.907	-1.418	-1.829	-1.895	-0.64167099
	9.65	1.11225045	1.0990	2.0473	3.7258	2.2809	-0.348	0.479	0.513	-0.122	-0.541	-0.978	-1.493	-1.909	-1.976	-0.64164193
	9.65	1.11229241	1.0990	2.0723	3.7243	2.2498	-0.411	0.432	0.460	-0.181	-0.603	-1.043	-1.562	-1.982	-2.050	-0.64160925
	9.65	1.11233497	1.0989	2.0971	3.7229	2.2193	-0.473	0.384	0.407	-0.240	-0.664	-1.108	-1.631	-2.053	-2.122	-0.64157611
	9.65	1.11237550	1.0988	2.1230	3.7216	2.1883	-0.538	0.333	0.351	-0.302	-0.729	-1.175	-1.701	-2.127	-2.196	-0.64154455
	9.65	1.11241126	1.0987	2.1508	3.7201	2.1543	-0.607	0.280	0.292	-0.367	-0.797	-1.247	-1.777	-2.207	-2.277	-0.64151671
	9.65	1.11243784	1.0986	2.1734	3.7190	2.1274	-0.663	0.238	0.245	-0.420	-0.852	-1.304	-1.837	-2.270	-2.340	-0.64149601
	9.65	1.11248422	1.0985	2.1983	3.7178	2.0977	-0.726	0.192	0.192	-0.478	-0.914	-1.368	-1.904	-2.339	-2.410	-0.64145992
	9.65	1.11252928	1.0983	2.2217	3.7169	2.0705	-0.784	0.147	0.141	-0.534	-0.971	-1.427	-1.966	-2.403	-2.475	-0.64142484
	9.65	1.11257029	1.0981	2.2459	3.7156	2.0412	-0.845	0.104	0.091	-0.590	-1.031	-1.489	-2.031	-2.472	-2.544	-0.64139292
	9.65	1.11260915	1.0980	2.2668	3.7148	2.0169	-0.897	0.064	0.045	-0.639	-1.082	-1.542	-2.087	-2.529	-2.602	-0.64136268
	9.65	1.11264753	1.0978	2.2876	3.7139	1.9923	-0.949	0.025	0.001	-0.689	-1.133	-1.595	-2.143	-2.587	-2.660	-0.64133281
	9.65	1.11268640	1.0975	2.3097	3.7131	1.9671	-1.004	-0.019	-0.049	-0.742	-1.188	-1.652	-2.201	-2.648	-2.721	-0.64130257
	9.65	1.11272204	1.0973	2.3303	3.7122	1.9427	-1.056	-0.057	-0.093	-0.791	-1.240	-1.704	-2.257	-2.705	-2.778	-0.64127484
	9.65	1.11275685	1.0970	2.3523	3.7112	1.9167	-1.111	-0.097	-0.140	-0.843	-1.294	-1.761	-2.316	-2.767	-2.840	-0.64124776
	9.65	1.11279047	1.0968	2.3733	3.7103	1.8922	-1.163	-0.136	-0.186	-0.893	-1.346	-1.815	-2.372	-2.825	-2.899	-0.64122161
	9.65	1.11282670	1.0965	2.4038	3.7091	1.8564	-1.240	-0.193	-0.252	-0.966	-1.422	-1.893	-2.454	-2.910	-2.984	-0.64119342
	9.65	1.11285555	1.0962	2.4349	3.7080	1.8210	-1.317	-0.255	-0.322	-1.041	-1.500	-1.972	-2.537	-2.995	-3.069	-0.64117098
	9.65	1.11285686	1.0962	2.4586	3.7067	1.7921	-1.377	-0.295	-0.370	-1.096	-1.558	-2.033	-2.601	-3.063	-3.138	-0.64116996
	9.65	1.11285758	1.0961	2.4801	3.7058	1.7671	-1.430	-0.335	-0.417	-1.148	-1.611	-2.088	-2.659	-3.123	-3.198	-0.64116940
	9.65	1.11285818	1.0961	2.5080	3.7048	1.7351	-1.500	-0.389	-0.478	-1.215	-1.681	-2.160	-2.733	-3.199	-3.275	-0.64116894
	9.65	1.11285949	1.0961	2.5288	3.7040	1.7111	-1.552	-0.428	-0.524	-1.265	-1.733	-2.213	-2.789	-3.257	-3.333	-0.64116792
	9.65	1.11286283	1.0961	2.5513	3.7031	1.6847	-1.608	-0.470	-0.572	-1.318	-1.789	-2.271	-2.849	-3.320	-3.396	-0.64116532
	9.65	1.11286736	1.0960	2.5574	3.7027	1.6772	-1.624	-0.480	-0.585	-1.332	-1.804	-2.286	-2.866	-3.337	-3.414	-0.64116180
	9.70	0.69999999	0.6998	-0.4168	3.7623	4.6951	5.812	6.298	6.532	5.996	5.636	5.254	4.839	4.493	4.435	-1.19890256
	9.70	0.72156578	0.7213	-0.3417	3.7732	4.6767	5.624	6.048	6.298	5.799	5.457	5.098	4.702	4.374	4.329	-1.15078376
	9.70	0.75027400	0.7499	-0.2426	3.7869	4.6493	5.376	5.729	5.996	5.538	5.220	4.881	4.518	4.212	4.176	-1.09174037
	9.70	0.77689308	0.7765	-0.1510	3.7987	4.6200	5.147	5.447	5.724	5.298	4.999	4.677	4.343	4.059	4.027	-1.04154620
	9.70	0.80000001	0.7995	-0.0713	3.8083	4.5912	4.948	5.219	5.496	5.093	4.807	4.505	4.188	3.925	3.895	-1.00113983
	9.70	0.81798071	0.8174	-0.0099	3.8160	4.5703	4.795	5.045	5.319	4.935	4.660	4.373	4.073	3.825	3.797	-0.97154540
	9.70	0.84209132	0.8415	0.0735	3.8264	4.5409	4.586	4.811	5.077	4.719	4.464	4.190	3.921	3.688	3.666	-0.93418163
	9.70	0.86327523	0.8625	0.1483	3.8354	4.5130	4.399	4.611	4.864	4.526	4.288	4.029	3.777	3.563	3.543	-0.90336800
	9.70	0.88210267	0.8813	0.2166	3.8435	4.4864	4.228	4.431	4.671	4.349	4.126	3.883	3.642	3.448	3.428	-0.87743590
	9.70	0.89898598	0.8980	0.2802	3.8509	4.4607	4.069	4.262	4.490	4.183	3.971	3.744	3.520	3.343	3.323	-0.85526321
	9.70	0.89999998	0.8990	0.2842	3.8514	4.4591	4.060	4.252	4.479	4.173	3.962	3.735	3.513	3.336	3.316	-0.85396262
	9.70	0.91200656	0.9109	0.3301	3.8580	4.4453	3.945	4.129	4.345	4.053	3.851	3.638	3.433	3.270	3.250	-0.83882040
	9.70	0.92420596	0.9231	0.3787	3.8651	4.4309	3.823	4.001	4.202	3.926	3.737	3.535	3.349	3.197	3.177	-0.82390739
	9.70	0.93554783	0.9343	0.4260	3.8720	4.4166	3.705	3.879	4.063	3.802	3.628	3.435	3.268	3.125	3.105	-0.81045170
	9.70	0.94611764	0.9448	0.4720	3.8788	4.4025	3.590	3.764	3.926	3.681	3.520	3.341	3.188	3.058	3.039	-0.79825251
	9.70	0.95649099	0.9550	0.5184	3.8853	4.3867	3.474	3.653	3.788	3.560	3.410	3.248	3.106	2.991	2.972	-0.78658749
	9.70	0.96501821	0.9635	0.5586	3.8909	4.3727	3.374	3.560	3.667	3.456	3.319	3.171	3.038	2.933	2.916	-0.77721879
	9.70	0.97325522	0.9716	0.5996	3.8967	4.3589	3.271	3.471	3.544	3.353	3.232	3.099	2.972	2.878	2.863	-0.76835183
	9.70	0.98090827	0.9791	0.6399	3.9024	4.3447	3.170	3.382	3.424	3.251	3.146	3.028	2.907	2.822	2.809	-0.76027007
	9.70	0.98799336	0.9861	0.6794	3.9079	4.3299	3.071	3.285	3.310	3.151	3.058	2.950	2.841	2.764	2.755	-0.75291907
	9.70	0.99451977	0.9925	0.7180	3.9129	4.3145	2.975	3.189	3.200	3.054	2.971	2.873	2.776	2.706	2.700	-0.74625648
	9.70	1.00000000	0.9979	0.7524	3.9172	4.2995	2.889	3.104	3.104	2.968	2.894	2.805	2.716	2.652	2.648	-0.74074074
	9.70	1.00141525	0.9993	0.7611	3.9183	4.2957	2.867	3.083	3.080	2.947	2.875	2.788	2.701	2.639	2.635	-0.73932784
	9.70	1.00712156	1.0049	0.7990	3.9226	4.2775	2.773	2.990	2.979	2.857	2.791	2.713	2.633	2.578	2.573	-0.73367830
	9.70	1.01228583	1.0100	0.8355	3.9264	4.2585	2.681	2.900	2.880	2.769	2.709	2.639	2.565	2.516	2.511	-0.72862987
	9.70	1.01694930	1.0145	0.8709	3.9298	4.2384	2.593	2.813	2.786	2.684	2.630	2.567	2.497	2.454	2.448	-0.72412272
	9.70	1.02115393	1.0186	0.9051	3.9326	4.2173	2.507	2.727	2.698	2.603	2.554	2.495	2.429	2.389	2.384	-0.72010047
	9.70	1.02493894	1.0223	0.9383	3.9348	4.1947	2.424	2.645	2.613	2.524	2.479	2.424	2.360	2.324	2.318	-0.71651278
	9.70	1.02834344	1.0256	0.9704	3.9366	4.1711	2.344	2.565	2.530	2.446	2.405	2.353	2.291	2.257	2.251	-0.71331226
	9.70	1.02940023	1.0266	0.9808	3.9372	4.1633	2.318	2.539	2.503	2.421	2.381	2.330	2.268	2.236	2.229	-0.71232384
	9.70	1.03229356	1.0294	1.0109	3.9382	4.1387	2.243	2.463	2.425	2.348	2.309	2.261	2.200	2.169	2.162	-0.70962987
	9.70	1.03488803	1.0319	1.0399	3.9387	4.1127	2.170	2.391	2.350	2.276	2.238	2.191	2.130	2.101	2.094	-0.70722921
	9.70	1.03721595	1.0341	1.0679	3.9388	4.0860	2.100	2.320	2.277	2.205	2.168	2.122	2.061	2.033	2.025	-0.70508720
	9.70	1.03968441	1.0365	1.0992	3.9379	4.0519	2.022	2.240	2.195	2.124	2.087	2.039	1.977	1.949	1.940	-0.70282817
	9.70	1.04199100	1.0387	1.1293	3.9354	4.0129	1.947	2.162	2.113	2.042	2.002	1.951	1.886	1.856	1.846	-0.70072865
	9.70	1.04386449	1.0404	1.1567	3.9330	3.9764	1.878	2.090	2.039	1.967	1.924	1.870	1.803	1.769	1.759	-0.69903137
	9.70	1.04539752	1.0419	1.1812	3.9308	3.9438	1.817	2.026	1.974	1.900	1.854	1.798	1.729	1.692	1.682	-0.69764784
	9.70	1.04675853	1.0431	1.2045	3.9281	3.9101	1.759	1.966	1.913	1.835	1.786	1.726	1.655	1.613	1.603	-0.69642354
	9.70	1.04800916	1.0443	1.2272	3.9244	3.8734	1.702	1.910	1.856	1.772	1.717	1.653	1.576	1.529	1.519	-0.69530184
	9.70	1.04914832	1.0453	1.2492	3.9199	3.8338	1.647	1.855	1.801	1.707	1.647	1.576	1.492	1.441	1.431	-0.69428284
	9.70	1.05017531	1.0463	1.2703	3.9147	3.7922	1.594	1.803	1.748	1.646	1.578	1.499	1.406	1.349	1.339	-0.69336641
	9.70	1.05110502	1.0471	1.2906	3.9088	3.7485	1.544	1.754	1.705	1.591	1.515	1.426	1.319	1.256	1.243	-0.69253859
	9.70	1.05195022	1.0479	1.3101	3.9020	3.7021	1.495	1.709	1.666	1.537	1.451	1.351	1.229	1.157	1.143	-0.69178753
	9.70	1.05272484	1.0485	1.3291	3.8942	3.6524	1.447	1.665	1.632	1.486	1.389	1.276	1.137	1.053	1.042	-0.69110042
	9.70	1.05343807	1.0492	1.3476	3.8852	3.5981	1.401	1.623	1.607	1.440	1.327	1.196	1.039	0.939	0.928	-0.69046882
	9.70	1.05377364	1.0494	1.3569	3.8804	3.5699	1.378	1.605	1.598	1.418	1.296	1.155	0.988	0.878	0.867	-0.69017200
	9.70	1.05409682	1.0497	1.3664	3.8756	3.5410	1.354	1.589	1.588	1.396	1.265	1.114	0.937	0.817	0.806	-0.68988635
	9.70	1.05440843	1.0500	1.3761	3.8710	3.5132	1.330	1.568	1.572	1.373	1.234	1.076	0.888	0.760	0.747	-0.68961112
	9.70	1.05480313	1.0503	1.3903	3.8660	3.4789	1.294	1.534	1.546	1.339	1.191	1.024	0.826	0.689	0.673	-0.68926278
	9.70	1.05501556	1.0505	1.3972	3.8611	3.4524	1.277	1.517	1.538	1.323	1.166	0.990	0.783	0.636	0.617	-0.68907543
	9.70	1.05522633	1.0506	1.4043	3.8561	3.4257	1.259	1.496	1.540	1.308	1.137	0.950	0.734	0.580	0.559	-0.68888963
	9.70	1.05545533	1.0508	1.4120	3.8507	3.3964	1.240	1.473	1.544	1.291	1.105	0.904	0.681	0.519	0.495	-0.68868786
	9.70	1.05569565	1.0510	1.4203	3.8448	3.3646	1.219	1.450	1.548	1.274	1.072	0.857	0.624	0.453	0.426	-0.68847622
	9.70	1.05593145	1.0512	1.4286	3.8388	3.3324	1.198	1.441	1.550	1.259	1.045	0.818	0.576	0.391	0.363	-0.68826867
	9.70	1.05618095	1.0514	1.4376	3.8322	3.2972	1.176	1.430	1.554	1.244	1.016	0.773	0.522	0.323	0.294	-0.68804918
	9.70	1.05643833	1.0516	1.4470	3.8250	3.2589	1.152	1.422	1.559	1.228	0.985	0.728	0.463	0.250	0.219	-0.68782290
	9.70	1.05669653	1.0518	1.4568	3.8176	3.2195	1.128	1.418	1.562	1.211	0.955	0.684	0.401	0.175	0.141	-0.68759601
	9.70	1.05683470	1.0519	1.4628	3.8141	3.1996	1.113	1.412	1.560	1.199	0.938	0.660	0.368	0.137	0.101	-0.68747466
	9.70	1.05685771	1.0519	1.4794	3.8172	3.1952	1.072	1.363	1.506	1.154	0.898	0.626	0.342	0.116	0.082	-0.68745446
